tconst	averageRating	numVotes
tt0002484	5.8	59
tt0002497	5.7	151
tt0002500	5.9	29
tt0002501	4.3	51
tt0002504	4.7	69
tt0002505	4.9	23
tt0002506	5.2	43
tt0002512	6.2	434
tt0002514	4.9	19
tt0002515	5.6	24
tt0002521	5.4	49
tt0002523	5.7	114
tt0002528	5.1	72
tt0002529	4.9	20
tt0002531	5.9	26
tt0002532	5.9	95
tt0002533	4.9	90
tt0002535	4.7	58
tt0002536	5.5	65
tt0002537	6.2	10
tt0002538	7.4	21
tt0002540	6.5	11
tt0002542	5.8	30
tt0002544	5.8	262
tt0002545	7.6	18
tt0002546	7.9	31
tt0002547	6.3	17
tt0002550	5.3	60
tt0002553	6.4	1030
tt0002555	4.4	52
tt0002556	5.4	34
tt0002562	5.0	28
tt0002564	5.6	13
tt0002569	5.3	275
tt0002574	5.9	38
tt0002576	4.8	64
tt0002582	9.1	20
tt0002586	5.2	34
tt0002588	5.9	57
tt0002591	6.2	11
tt0002592	6.4	34
tt0002593	6.0	15
tt0002601	4.7	93
tt0002603	5.2	62
tt0002605	5.5	49
tt0002606	8.2	16
tt0002610	4.8	159
tt0002619	7.4	14
tt0002621	5.1	98
tt0002628	5.4	128
tt0002637	7.5	21
tt0002639	6.1	218
tt0002642	5.2	11
tt0002646	6.5	515
tt0002647	6.1	21
tt0002656	5.3	55
tt0002658	4.2	76
tt0002659	5.3	872
tt0002663	6.0	434
tt0002669	6.6	42
tt0002677	5.5	18
tt0002678	5.9	22
tt0002687	7.9	13
tt0002702	5.3	60
tt0002718	4.2	48
tt0002719	5.3	150
tt0002726	5.5	12
tt0002736	6.5	27
tt0002739	2.6	13
tt0002745	4.4	39
tt0002753	5.1	25
tt0002755	4.6	49
tt0002758	5.6	24
tt0002759	6.3	42
tt0002761	4.8	41
tt0002767	5.6	74
tt0002784	5.0	57
tt0002785	5.5	12
tt0002795	6.0	639
tt0002796	5.8	22
tt0002797	5.0	21
tt0002801	5.4	32
tt0002813	5.1	468
tt0002815	4.1	32
tt0002816	5.9	133
tt0002820	7.3	13
tt0002822	4.1	57
tt0002829	5.4	32
tt0002832	6.8	27
tt0002844	6.9	2645
tt0002847	5.4	38
tt0002848	4.8	44
tt0002850	6.0	39
tt0002851	5.3	458
tt0002853	4.6	57
tt0002863	6.2	70
tt0002867	5.4	146
tt0002885	5.9	114
tt0002893	6.3	18
tt0002894	7.2	20
tt0002897	5.8	69
tt0002898	6.9	188
tt0002902	5.2	40
tt0002910	6.0	98
tt0002917	5.6	49
tt0002919	4.9	103
tt0002921	4.1	28
tt0002922	4.9	85
tt0002954	5.4	19
tt0002956	4.9	81
tt0002968	6.8	14
tt0002973	5.7	29
tt0002983	6.0	580
tt0002985	6.0	385
tt0002990	5.5	188
tt0002996	3.5	38
tt0002999	5.4	41
tt0003001	5.6	34
tt0003002	5.5	28
tt0003006	5.6	28
tt0003014	7.0	1541
tt0003015	4.6	80
tt0003016	5.6	125
tt0003022	5.6	115
tt0003035	6.8	19
tt0003037	6.9	1794
tt0003044	5.4	20
tt0003046	6.7	57
tt0003054	5.7	45
tt0003059	5.5	47
tt0003065	5.5	90
tt0003073	5.3	88
tt0003075	6.0	51
tt0003078	7.1	35
tt0003083	4.8	27
tt0003091	5.9	31
tt0003093	6.6	21
tt0003102	6.1	167
tt0003103	5.4	12
tt0003104	5.7	355
tt0003106	5.3	146
tt0003108	4.3	14
tt0003112	6.3	26
tt0003119	5.6	20
tt0003131	6.6	204
tt0003132	7.6	7
tt0003133	5.5	25
tt0003138	2.1	17
tt0003150	7.2	18
tt0003156	6.4	20
tt0003158	7.0	22
tt0003159	5.8	59
tt0003164	4.8	7
tt0003165	6.9	1429
tt0003167	5.7	306
tt0003170	6.4	894
tt0003177	4.8	176
tt0003206	6.2	15
tt0003207	5.7	17
tt0003208	4.1	15
tt0003212	4.8	35
tt0003214	6.1	352
tt0003215	7.3	20
tt0003226	5.7	17
tt0003228	5.8	18
tt0003235	5.1	41
tt0003238	5.3	157
tt0003241	5.0	22
tt0003242	8.5	19
tt0003249	6.5	30
tt0003265	4.7	110
tt0003278	7.1	22
tt0003288	6.3	31
tt0003301	6.0	53
tt0003309	4.2	36
tt0003310	5.2	79
tt0003311	5.9	463
tt0003316	6.7	22
tt0003317	7.7	18
tt0003323	6.7	38
tt0003324	6.3	29
tt0003330	6.2	132
tt0003337	5.6	61
tt0003345	6.0	26
tt0003351	4.4	17
tt0003355	5.6	29
tt0003360	5.4	115
tt0003362	6.0	30
tt0003365	5.0	25
tt0003370	6.1	63
tt0003379	3.3	17
tt0003386	7.6	18
tt0003388	4.2	14
tt0003399	5.0	331
tt0003401	5.0	40
tt0003410	7.4	14
tt0003417	5.0	74
tt0003419	6.4	2573
tt0003424	7.4	2475
tt0003427	6.1	54
tt0003431	5.6	17
tt0003436	5.5	112
tt0003438	5.7	35
tt0003441	6.0	20
tt0003442	5.5	30
tt0003451	5.8	24
tt0003454	6.6	18
tt0003456	7.2	14
tt0003460	6.3	77
tt0003468	4.9	45
tt0003471	5.9	769
tt0003484	7.6	12
tt0003489	6.1	653
tt0003497	5.6	36
tt0003499	6.8	29
tt0003500	6.8	12
tt0003502	5.0	42
tt0003508	5.7	21
tt0003512	5.0	208
tt0003516	5.1	68
tt0003520	5.0	16
tt0003526	5.9	60
tt0003536	4.7	19
tt0003540	5.8	60
tt0003545	5.2	30
tt0003552	6.3	18
tt0003565	6.3	53
tt0003578	6.7	21
tt0003582	5.2	16
tt0003584	6.7	29
tt0003585	7.2	28
tt0003587	5.3	42
tt0003588	5.5	34
tt0003589	6.1	47
tt0003590	6.4	16
tt0003591	4.9	25
tt0003595	4.5	29
tt0003596	6.1	72
tt0003598	4.6	21
tt0003599	6.4	28
tt0003600	6.4	23
tt0003605	6.4	18
tt0003608	4.0	13
tt0003609	5.1	16
tt0003615	5.7	150
tt0003616	5.2	24
tt0003617	3.3	23
tt0003618	7.4	35
tt0003625	5.2	28
tt0003630	4.3	34
tt0003632	6.0	22
tt0003634	6.0	19
tt0003637	6.2	519
tt0003638	7.2	20
tt0003641	5.4	39
tt0003643	6.4	1531
tt0003649	6.8	16
tt0003651	6.4	14
tt0003657	6.5	272
tt0003660	4.6	10
tt0003662	6.1	965
tt0003665	6.0	105
tt0003668	5.9	26
tt0003670	6.6	37
tt0003675	6.5	24
tt0003679	5.4	1848
tt0003686	6.8	18
tt0003689	3.8	18
tt0003692	6.7	19
tt0003698	6.1	59
tt0003699	5.3	44
tt0003724	5.5	42
tt0003731	5.1	25
tt0003733	4.7	1338
tt0003734	5.3	302
tt0003735	5.1	40
tt0003740	7.1	4187
tt0003743	5.0	52
tt0003747	6.4	18
tt0003748	8.1	20
tt0003750	5.7	29
tt0003751	5.5	52
tt0003752	5.6	17
tt0003755	6.8	11
tt0003758	5.7	1587
tt0003760	5.6	1197
tt0003768	3.6	21
tt0003771	7.8	16
tt0003772	6.0	1122
tt0003774	6.2	19
tt0003777	5.2	40
tt0003784	5.3	36
tt0003803	6.3	55
tt0003804	6.0	23
tt0003805	5.3	1518
tt0003812	7.8	16
tt0003813	5.0	97
tt0003815	5.2	19
tt0003816	6.4	50
tt0003817	2.4	23
tt0003819	7.6	21
tt0003823	6.9	54
tt0003828	5.7	38
tt0003838	5.9	47
tt0003839	6.5	429
tt0003854	4.0	30
tt0003855	6.5	110
tt0003860	5.0	112
tt0003863	5.9	1224
tt0003869	4.9	30
tt0003870	5.3	19
tt0003871	5.7	20
tt0003876	5.8	108
tt0003883	7.2	485
tt0003884	6.3	125
tt0003886	6.2	32
tt0003890	5.6	57
tt0003897	6.1	108
tt0003901	6.4	13
tt0003923	5.2	1246
tt0003930	6.8	1513
tt0003932	6.3	19
tt0003934	5.4	1151
tt0003942	5.3	22
tt0003943	5.1	95
tt0003948	5.2	37
tt0003949	5.3	216
tt0003952	6.7	1281
tt0003953	6.7	14
tt0003957	6.6	16
tt0003960	6.1	35
tt0003961	5.6	1807
tt0003965	6.6	25
tt0003969	5.2	271
tt0003972	5.1	31
tt0003973	5.7	327
tt0003978	5.0	20
tt0003980	5.6	29
tt0003982	5.0	29
tt0003987	7.4	16
tt0003996	5.9	23
tt0003998	5.1	58
tt0004002	6.3	47
tt0004003	6.4	12
tt0004007	5.6	1001
tt0004008	7.1	3857
tt0004011	5.5	1058
tt0004013	4.7	50
tt0004016	4.6	14
tt0004022	6.3	76
tt0004026	6.7	1296
tt0004027	6.2	32
tt0004028	4.4	36
tt0004030	8.8	21
tt0004038	6.2	21
tt0004039	5.5	147
tt0004047	6.9	15
tt0004052	6.9	127
tt0004057	6.7	22
tt0004060	5.1	128
tt0004064	5.2	32
tt0004065	5.4	78
tt0004066	6.8	733
tt0004091	4.9	1286
tt0004099	5.3	559
tt0004100	5.9	1212
tt0004101	5.9	1459
tt0004102	5.3	1125
tt0004104	7.1	14
tt0004108	6.2	1042
tt0004121	5.6	176
tt0004125	2.7	20
tt0004134	6.4	786
tt0004146	8.5	24
tt0004150	5.8	567
tt0004154	6.9	16
tt0004155	6.1	16
tt0004164	3.6	60
tt0004167	7.9	24
tt0004168	5.4	23
tt0004176	6.2	13
tt0004179	4.8	58
tt0004181	6.2	1503
tt0004182	6.8	71
tt0004189	5.7	3492
tt0004193	4.9	57
tt0004194	5.7	1564
tt0004196	5.7	56
tt0004199	3.8	33
tt0004205	6.1	23
tt0004207	5.2	27
tt0004208	5.3	31
tt0004209	6.6	172
tt0004210	5.6	1714
tt0004212	5.6	237
tt0004219	5.1	15
tt0004223	6.1	79
tt0004229	8.2	12
tt0004235	5.4	42
tt0004238	5.4	20
tt0004243	5.0	77
tt0004248	5.4	14
tt0004249	3.7	24
tt0004253	6.4	19
tt0004257	5.0	18
tt0004260	9.0	19
tt0004268	5.2	38
tt0004272	6.7	29
tt0004277	5.6	1086
tt0004279	5.6	484
tt0004280	5.4	1112
tt0004282	5.6	1467
tt0004284	5.6	2112
tt0004286	5.2	371
tt0004288	5.5	2432
tt0004291	6.6	17
tt0004294	6.6	26
tt0004295	8.2	43
tt0004301	6.0	16
tt0004302	5.4	19
tt0004303	4.7	21
tt0004307	5.7	30
tt0004311	5.9	1603
tt0004313	6.0	28
tt0004314	5.4	21
tt0004316	5.8	32
tt0004319	4.9	54
tt0004323	6.1	17
tt0004325	5.8	38
tt0004328	5.0	47
tt0004336	5.7	44
tt0004337	8.0	15
tt0004345	4.4	15
tt0004363	7.4	21
tt0004367	6.4	28
tt0004369	5.7	39
tt0004371	6.7	20
tt0004374	4.3	34
tt0004381	2.6	25
tt0004382	6.2	27
tt0004384	5.0	27
tt0004387	6.0	50
tt0004390	5.6	145
tt0004391	5.5	72
tt0004393	5.9	138
tt0004395	6.1	1260
tt0004398	2.0	23
tt0004399	6.5	26
tt0004403	6.8	28
tt0004408	5.5	131
tt0004413	6.3	549
tt0004415	5.8	24
tt0004426	6.5	17
tt0004431	7.0	17
tt0004434	5.8	22
tt0004438	5.2	16
tt0004442	5.1	79
tt0004457	5.4	608
tt0004465	6.3	1107
tt0004475	6.0	39
tt0004496	7.0	18
tt0004499	5.6	1004
tt0004509	3.5	20
tt0004518	5.0	1310
tt0004524	8.8	14
tt0004525	5.7	70
tt0004526	4.2	22
tt0004532	5.4	22
tt0004536	5.3	38
tt0004537	5.8	44
tt0004545	3.5	50
tt0004546	6.2	1864
tt0004555	5.9	83
tt0004558	6.6	34
tt0004562	5.2	43
tt0004571	5.7	30
tt0004573	5.1	20
tt0004593	5.9	79
tt0004600	6.8	39
tt0004630	5.8	121
tt0004633	7.8	19
tt0004635	5.7	1114
tt0004637	5.2	1088
tt0004643	5.0	24
tt0004646	5.5	30
tt0004651	6.4	25
tt0004662	5.2	45
tt0004670	5.1	1467
tt0004674	6.8	42
tt0004681	6.0	290
tt0004690	5.7	21
tt0004691	5.1	65
tt0004693	5.4	1222
tt0004696	5.4	20
tt0004707	6.2	3835
tt0004708	6.7	10
tt0004712	6.1	265
tt0004727	2.4	28
tt0004728	4.3	38
tt0004730	7.9	192
tt0004736	5.6	1524
tt0004740	5.1	35
tt0004743	5.6	210
tt0004757	7.0	24
tt0004766	5.6	278
tt0004779	7.0	13
tt0004783	5.9	30
tt0004786	5.8	16
tt0004788	6.4	13
tt0004792	6.3	29
tt0004821	8.7	10
tt0004825	6.4	371
tt0004832	5.2	58
tt0004836	5.1	129
tt0004837	6.4	32
tt0004838	5.8	219
tt0004846	5.0	40
tt0004847	4.1	33
tt0004849	6.5	109
tt0004853	7.8	22
tt0004866	4.8	27
tt0004869	4.0	33
tt0004870	5.3	106
tt0004872	6.6	300
tt0004873	6.1	900
tt0004875	4.8	13
tt0004883	4.4	18
tt0004887	4.8	57
tt0004888	5.2	68
tt0004889	5.5	53
tt0004891	6.0	18
tt0004897	4.0	26
tt0004905	5.3	54
tt0004907	7.0	42
tt0004908	5.8	32
tt0004911	5.7	16
tt0004913	5.9	17
tt0004920	8.2	12
tt0004923	6.9	15
tt0004924	5.2	14
tt0004929	5.3	29
tt0004931	6.4	13
tt0004936	6.6	2340
tt0004937	7.8	18
tt0004938	5.2	13
tt0004942	4.3	22
tt0004961	6.5	27
tt0004962	8.0	14
tt0004968	4.3	29
tt0004971	5.4	164
tt0004972	6.1	27584
tt0004974	4.6	33
tt0004979	4.7	19
tt0004991	6.4	35
tt0004992	7.5	19
tt0005003	5.7	18
tt0005005	6.5	35
tt0005007	7.8	13
tt0005026	5.6	63
tt0005034	7.0	21
tt0005040	6.6	13
tt0005041	6.5	68
tt0005044	5.8	1968
tt0005046	7.0	15
tt0005047	5.2	59
tt0005049	6.5	24
tt0005050	5.4	21
tt0005053	6.3	32
tt0005054	7.9	31
tt0005056	4.7	21
tt0005059	6.4	180
tt0005060	6.3	1146
tt0005061	4.4	53
tt0005062	5.1	25
tt0005064	5.6	21
tt0005068	5.2	46
tt0005074	6.7	2917
tt0005076	6.5	83
tt0005077	6.0	2003
tt0005078	6.5	2956
tt0005082	4.8	29
tt0005084	6.0	143
tt0005087	5.0	32
tt0005095	7.8	16
tt0005098	4.5	19
tt0005099	4.5	13
tt0005108	4.6	47
tt0005114	4.8	118
tt0005124	6.5	15
tt0005147	5.2	146
tt0005149	6.0	355
tt0005160	5.4	37
tt0005161	5.8	29
tt0005163	5.8	40
tt0005172	6.1	36
tt0005179	5.8	71
tt0005180	7.3	28
tt0005190	7.6	28
tt0005192	6.2	25
tt0005193	8.3	21
tt0005195	5.1	29
tt0005196	7.8	50
tt0005198	6.1	432
tt0005199	5.4	112
tt0005200	6.5	50
tt0005204	5.8	123
tt0005205	5.2	151
tt0005208	7.0	16
tt0005209	5.5	48
tt0005211	4.2	30
tt0005214	5.2	164
tt0005220	5.7	190
tt0005221	2.2	13
tt0005228	5.8	29
tt0005231	3.3	50
tt0005232	6.9	25
tt0005235	4.9	19
tt0005246	6.3	131
tt0005250	5.4	23
tt0005251	6.2	12
tt0005295	7.2	15
tt0005298	6.8	17
tt0005302	6.4	389
tt0005309	5.7	276
tt0005310	5.6	334
tt0005311	6.7	20
tt0005312	5.6	247
tt0005313	6.0	286
tt0005314	5.7	335
tt0005315	6.1	278
tt0005316	6.0	118
tt0005317	6.2	474
tt0005328	4.7	19
tt0005330	7.2	15
tt0005332	5.2	9
tt0005334	4.9	12
tt0005335	8.8	16
tt0005336	5.4	530
tt0005339	5.7	1117
tt0005352	5.4	24
tt0005353	7.1	46
tt0005354	5.6	189
tt0005363	7.0	25
tt0005367	5.6	16
tt0005368	5.4	23
tt0005377	5.2	26
tt0005381	5.4	106
tt0005384	6.3	34
tt0005386	6.2	25
tt0005392	6.8	21
tt0005393	5.2	88
tt0005395	5.8	12
tt0005402	6.5	285
tt0005405	6.2	24
tt0005411	1.8	24
tt0005414	6.5	352
tt0005415	4.0	12
tt0005416	5.1	30
tt0005419	7.4	15
tt0005423	7.2	15
tt0005431	6.7	24
tt0005434	4.7	18
tt0005435	4.5	27
tt0005436	5.1	142
tt0005437	5.1	64
tt0005443	5.1	92
tt0005444	5.1	115
tt0005446	6.3	48
tt0005458	7.1	22
tt0005460	5.4	79
tt0005475	4.7	108
tt0005481	4.6	18
tt0005482	5.2	36
tt0005487	6.8	15
tt0005488	6.1	18
tt0005489	6.0	2126
tt0005490	6.7	22
tt0005496	7.1	16
tt0005498	5.2	18
tt0005502	6.8	28
tt0005505	6.4	13
tt0005513	4.5	42
tt0005514	3.8	45
tt0005522	5.4	67
tt0005529	6.7	453
tt0005530	6.2	12
tt0005535	7.4	47
tt0005542	5.6	1835
tt0005545	6.6	36
tt0005547	5.5	15
tt0005551	6.9	42
tt0005553	4.0	30
tt0005554	8.0	20
tt0005556	8.3	25
tt0005557	6.6	503
tt0005561	8.0	21
tt0005562	4.5	39
tt0005565	5.4	12
tt0005566	6.1	17
tt0005571	5.9	1507
tt0005574	6.9	39
tt0005579	6.1	37
tt0005581	5.2	17
tt0005582	6.3	19
tt0005586	6.4	40
tt0005589	6.6	34
tt0005590	6.1	96
tt0005591	5.4	12
tt0005592	6.1	29
tt0005594	7.4	16
tt0005600	5.7	66
tt0005604	5.4	23
tt0005607	7.0	16
tt0005613	6.6	23
tt0005615	6.2	68
tt0005621	6.9	58
tt0005622	6.5	229
tt0005624	5.6	19
tt0005642	6.0	8
tt0005644	7.2	19
tt0005647	6.5	15
tt0005654	5.2	176
tt0005656	5.7	64
tt0005660	5.3	171
tt0005661	6.0	140
tt0005663	6.0	22
tt0005664	6.3	44
tt0005667	1.9	27
tt0005674	5.5	59
tt0005675	5.3	142
tt0005676	6.0	314
tt0005677	5.8	277
tt0005678	5.8	276
tt0005679	5.2	258
tt0005680	5.9	230
tt0005682	5.3	102
tt0005683	5.7	61
tt0005685	5.6	24
tt0005700	5.9	39
tt0005703	5.4	105
tt0005716	6.2	16
tt0005719	5.7	224
tt0005727	6.8	14
tt0005731	6.1	48
tt0005733	6.6	23
tt0005739	6.6	39
tt0005746	5.0	23
tt0005747	5.9	17
tt0005752	7.5	21
tt0005753	4.9	178
tt0005756	6.9	28
tt0005757	6.2	12
tt0005758	7.6	22
tt0005771	5.9	39
tt0005772	4.3	30
tt0005774	5.6	28
tt0005780	6.8	21
tt0005785	5.0	17
tt0005793	5.4	18
tt0005802	2.2	30
tt0005806	4.6	12
tt0005808	5.6	37
tt0005809	6.8	328
tt0005810	5.9	1964
tt0005811	6.4	17
tt0005812	6.4	2556
tt0005823	6.1	56
tt0005824	6.0	18
tt0005831	6.7	28
tt0005832	5.5	92
tt0005834	7.0	11
tt0005838	4.4	65
tt0005845	5.8	41
tt0005847	5.6	17
tt0005864	5.5	225
tt0005869	4.6	16
tt0005871	6.4	33
tt0005875	5.8	60
tt0005878	5.5	40
tt0005879	6.1	35
tt0005884	4.8	20
tt0005891	4.8	137
tt0005898	7.6	11
tt0005901	5.8	22
tt0005903	7.4	9
tt0005905	6.7	32
tt0005910	5.6	1280
tt0005915	6.5	68
tt0005916	6.7	1095
tt0005920	7.8	18
tt0005921	7.8	18
tt0005928	5.5	32
tt0005930	5.7	29
tt0005931	6.4	62
tt0005938	5.4	19
tt0005939	5.3	35
tt0005945	6.6	86
tt0005951	6.7	946
tt0005955	5.3	145
tt0005956	8.5	16
tt0005960	6.8	1510
tt0005962	5.8	53
tt0005974	7.0	30
tt0005978	4.6	30
tt0005979	7.0	21
tt0005984	7.0	20
tt0005987	5.7	27
tt0005992	6.3	37
tt0005994	8.4	16
tt0005997	5.8	26
tt0005998	5.3	34
tt0005999	4.8	29
tt0006007	6.3	20
tt0006008	5.8	45
tt0006013	6.2	11
tt0006026	5.4	81
tt0006032	6.1	1787
tt0006036	5.6	25
tt0006041	5.9	19
tt0006043	5.8	18
tt0006047	5.5	17
tt0006059	5.9	20
tt0006062	5.2	30
tt0006063	4.7	28
tt0006075	6.2	20
tt0006079	6.5	16
tt0006088	5.5	22
tt0006101	7.2	36
tt0006102	5.3	74
tt0006106	5.0	9
tt0006108	7.9	14
tt0006115	5.3	205
tt0006119	6.8	34
tt0006123	6.6	12
tt0006128	5.3	22
tt0006134	5.8	34
tt0006140	5.8	25
tt0006142	7.2	13
tt0006144	3.1	39
tt0006145	5.3	265
tt0006150	5.1	65
tt0006157	4.1	41
tt0006158	5.3	13
tt0006160	5.8	58
tt0006171	6.8	15
tt0006177	6.9	3918
tt0006178	6.2	14
tt0006182	5.7	150
tt0006189	6.0	12
tt0006190	3.8	19
tt0006194	5.6	19
tt0006201	2.7	30
tt0006202	5.0	20
tt0006204	6.3	27
tt0006206	7.3	5722
tt0006210	5.7	26
tt0006213	2.6	33
tt0006215	5.2	66
tt0006217	6.4	33
tt0006229	4.9	18
tt0006238	7.0	43
tt0006241	7.7	27
tt0006243	5.6	28
tt0006250	5.4	17
tt0006258	5.7	51
tt0006262	6.0	116
tt0006276	6.2	45
tt0006279	2.5	29
tt0006280	2.2	26
tt0006283	6.3	38
tt0006284	6.2	12
tt0006291	6.8	35
tt0006293	5.4	55
tt0006296	5.5	188
tt0006299	8.2	24
tt0006309	6.4	2048
tt0006313	6.2	1894
tt0006318	5.3	27
tt0006322	6.0	15
tt0006327	5.8	233
tt0006331	6.0	16
tt0006332	5.4	13
tt0006333	6.1	2146
tt0006339	5.1	50
tt0006343	5.0	30
tt0006345	4.4	12
tt0006349	5.9	422
tt0006350	4.6	33
tt0006354	5.2	64
tt0006357	6.1	139
tt0006358	7.5	23
tt0006359	6.0	97
tt0006363	6.1	27
tt0006371	6.2	30
tt0006373	7.8	34
tt0006375	6.1	69
tt0006385	6.7	23
tt0006386	6.1	50
tt0006394	6.0	15
tt0006397	5.7	68
tt0006399	5.6	109
tt0006402	6.4	20
tt0006405	6.6	487
tt0006407	5.6	16
tt0006409	7.2	80
tt0006412	6.6	13
tt0006413	5.9	21
tt0006414	6.9	3165
tt0006417	5.6	36
tt0006419	3.9	21
tt0006426	5.3	58
tt0006434	5.4	29
tt0006436	6.0	21
tt0006437	7.6	32
tt0006441	3.9	19
tt0006444	5.4	74
tt0006446	5.4	72
tt0006449	5.3	158
tt0006450	6.0	13
tt0006451	5.8	72
tt0006452	4.9	18
tt0006453	4.7	43
tt0006454	5.5	45
tt0006455	5.7	70
tt0006456	7.1	34
tt0006457	6.0	43
tt0006463	8.4	20
tt0006465	5.4	14
tt0006467	7.2	17
tt0006481	6.0	87
tt0006482	6.1	155
tt0006484	4.1	12
tt0006487	5.4	33
tt0006489	5.6	35
tt0006493	4.5	10
tt0006494	5.9	210
tt0006495	6.4	16
tt0006502	5.0	13
tt0006503	6.8	14
tt0006505	7.2	25
tt0006508	6.9	52
tt0006509	5.3	607
tt0006511	6.2	91
tt0006517	5.8	454
tt0006547	7.8	103
tt0006548	6.5	2582
tt0006552	5.0	29
tt0006554	6.2	30
tt0006557	6.3	34
tt0006562	5.7	212
tt0006564	5.3	85
tt0006566	4.6	15
tt0006567	7.4	15
tt0006568	6.8	71
tt0006570	6.7	24
tt0006571	6.4	14
tt0006580	5.4	19
tt0006583	6.0	15
tt0006586	7.5	15
tt0006588	7.0	19
tt0006589	6.4	198
tt0006592	6.0	84
tt0006593	4.9	90
tt0006598	6.0	17
tt0006600	3.6	31
tt0006601	5.6	35
tt0006603	6.0	16
tt0006604	6.6	16
tt0006605	6.4	27
tt0006611	5.1	15
tt0006614	6.4	320
tt0006617	6.1	285
tt0006621	5.6	52
tt0006622	6.4	12
tt0006623	5.8	12
tt0006626	6.0	14
tt0006627	4.2	15
tt0006631	6.2	23
tt0006634	5.4	9
tt0006636	4.2	9
tt0006637	7.4	22
tt0006638	6.1	21
tt0006641	5.7	19
tt0006642	6.0	11
tt0006645	4.5	25
tt0006653	6.5	33
tt0006664	5.3	108
tt0006666	5.4	44
tt0006668	6.7	510
tt0006670	6.7	15
tt0006671	5.6	20
tt0006673	3.5	30
tt0006679	5.2	41
tt0006683	5.0	10
tt0006684	6.5	3019
tt0006688	6.4	227
tt0006689	6.6	2829
tt0006692	5.0	41
tt0006696	7.0	14
tt0006698	6.2	10
tt0006699	5.9	25
tt0006703	5.9	69
tt0006706	5.7	42
tt0006707	4.6	18
tt0006713	6.1	61
tt0006714	4.6	19
tt0006715	6.2	12
tt0006716	4.9	20
tt0006726	6.2	42
tt0006731	5.9	674
tt0006736	6.6	307
tt0006738	6.6	21
tt0006745	6.4	548
tt0006751	5.8	86
tt0006753	6.6	264
tt0006755	5.8	18
tt0006761	5.8	99
tt0006764	6.4	328
tt0006766	7.6	19
tt0006770	6.0	22
tt0006773	6.0	49
tt0006780	6.7	1142
tt0006782	4.6	94
tt0006796	5.5	40
tt0006801	5.3	211
tt0006803	6.5	27
tt0006809	5.9	201
tt0006813	7.0	70
tt0006819	5.9	71
tt0006820	5.9	130
tt0006826	5.9	961
tt0006829	5.0	11
tt0006831	6.3	22
tt0006835	4.7	54
tt0006836	2.2	23
tt0006843	3.8	7
tt0006846	5.7	54
tt0006847	6.1	36
tt0006859	6.1	58
tt0006860	5.4	14
tt0006861	6.4	57
tt0006863	5.4	18
tt0006864	7.7	17488
tt0006865	6.1	58
tt0006867	6.1	47
tt0006870	6.4	16
tt0006874	6.9	23
tt0006886	7.2	1195
tt0006893	4.4	33
tt0006895	5.4	108
tt0006902	5.8	68
tt0006913	6.2	29
tt0006914	5.8	64
tt0006917	3.6	34
tt0006918	5.9	19
tt0006932	6.1	61
tt0006942	7.8	26
tt0006943	5.7	48
tt0006952	5.0	58
tt0006953	6.0	13
tt0006963	4.4	86
tt0006978	5.2	374
tt0006981	5.6	12
tt0006991	4.1	41
tt0006995	5.9	40
tt0006996	4.0	10
tt0006997	6.2	141
tt0007000	7.7	18
tt0007003	5.6	98
tt0007005	4.5	30
tt0007009	5.2	22
tt0007012	4.3	33
tt0007019	4.6	12
tt0007021	8.6	44
tt0007023	5.2	31
tt0007031	6.1	115
tt0007034	7.5	41
tt0007038	6.7	31
tt0007042	5.3	20
tt0007047	6.4	658
tt0007049	6.3	74
tt0007057	6.0	10
tt0007061	5.0	23
tt0007070	4.8	13
tt0007075	4.6	10
tt0007094	8.1	37
tt0007098	6.3	125
tt0007100	7.7	36
tt0007107	5.7	40
tt0007108	6.7	1056
tt0007110	6.6	21
tt0007111	5.6	29
tt0007116	5.9	26
tt0007117	5.5	25
tt0007118	7.9	45
tt0007120	7.1	36
tt0007136	6.1	80
tt0007142	6.9	39
tt0007145	7.0	3751
tt0007146	6.3	25
tt0007151	7.4	74
tt0007160	7.5	24
tt0007162	7.0	3881
tt0007165	6.4	18
tt0007167	5.0	32
tt0007177	4.3	145
tt0007183	6.6	896
tt0007184	4.9	32
tt0007188	5.9	49
tt0007194	6.4	2097
tt0007197	4.3	35
tt0007201	8.2	22
tt0007202	6.1	96
tt0007204	6.9	14
tt0007205	9.0	16
tt0007208	5.8	132
tt0007220	4.9	21
tt0007227	6.0	18
tt0007229	5.7	27
tt0007230	7.8	14
tt0007232	6.0	10
tt0007240	6.5	50
tt0007241	7.4	17
tt0007246	3.6	21
tt0007248	7.3	28
tt0007250	6.7	12
tt0007254	9.0	17
tt0007255	5.4	29
tt0007257	5.4	628
tt0007259	4.6	16
tt0007260	6.2	235
tt0007263	4.9	52
tt0007264	7.0	4506
tt0007271	6.7	25
tt0007272	7.1	34
tt0007278	6.3	43
tt0007279	5.3	45
tt0007297	5.3	33
tt0007303	8.0	23
tt0007308	5.4	32
tt0007309	5.6	328
tt0007311	4.9	14
tt0007313	5.0	23
tt0007317	5.6	23
tt0007325	4.7	25
tt0007326	7.3	21
tt0007330	3.5	18
tt0007338	6.2	513
tt0007339	6.8	21
tt0007340	6.9	858
tt0007342	7.6	13
tt0007353	5.2	32
tt0007361	6.3	491
tt0007362	5.1	30
tt0007367	5.8	571
tt0007368	6.4	123
tt0007375	2.8	47
tt0007380	8.0	16
